Upload_designator,Native_reference,Source_BOM_designator,LCSC_part,Assembly,Native_footprint,Actual_X_mm,Actual_Y_mm,CPL_X_mm,CPL_Y_mm,Rotation_deg,Native_rotation_deg,Library_rotation_offset_deg,Center_basis,Assembly_note
R169,R169,R169,C17408,SMT,Resistor_SMD:R_0805_2012Metric,371.731000,-208.615000,371.731000,-208.615000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R170,R170,R170,C17513,SMT,Resistor_SMD:R_0805_2012Metric,371.611000,-238.447000,371.611000,-238.447000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R171,R171,R171,C17408,SMT,Resistor_SMD:R_0805_2012Metric,371.701000,-221.570000,371.701000,-221.570000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R172,R172,R172,C875839,SMT,Resistor_SMD:R_2512_6332Metric,391.311000,-201.607000,391.311000,-201.607000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R173,R173,R173,C875839,SMT,Resistor_SMD:R_2512_6332Metric,391.311000,-222.145000,391.311000,-222.145000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R174,R174,R174,C875839,SMT,Resistor_SMD:R_2512_6332Metric,385.201000,-201.607000,385.201000,-201.607000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R175,R175,R175,C875839,SMT,Resistor_SMD:R_2512_6332Metric,385.201000,-222.145000,385.201000,-222.145000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R176,R176,R176,C4310,SMT,Resistor_SMD:R_0805_2012Metric,406.819000,-175.019000,406.819000,-175.019000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R177,R177,R177,C17513,SMT,Resistor_SMD:R_0805_2012Metric,406.819000,-187.979000,406.819000,-187.979000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R178,R178,R178,C4310,SMT,Resistor_SMD:R_0805_2012Metric,406.819000,-191.880000,406.819000,-191.880000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R179,R179,R179,C17513,SMT,Resistor_SMD:R_0805_2012Metric,406.819000,-204.818000,406.819000,-204.818000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R180,R180,R180,C4310,SMT,Resistor_SMD:R_0805_2012Metric,406.819000,-208.718000,406.819000,-208.718000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R181,R181,R181,C17513,SMT,Resistor_SMD:R_0805_2012Metric,406.819000,-221.709000,406.819000,-221.709000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R182,R182,R182,C4310,SMT,Resistor_SMD:R_0805_2012Metric,406.819000,-225.610000,406.819000,-225.610000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R183,R183,R183,C17513,SMT,Resistor_SMD:R_0805_2012Metric,406.819000,-238.523000,406.819000,-238.523000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R184,R184,R184,C4310,SMT,Resistor_SMD:R_0805_2012Metric,428.615000,-183.005000,428.615000,-183.005000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R185,R185,R185,C17513,SMT,Resistor_SMD:R_0805_2012Metric,428.615000,-196.001000,428.615000,-196.001000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R186,R186,R186,C4310,SMT,Resistor_SMD:R_0805_2012Metric,428.615000,-199.901000,428.615000,-199.901000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R187,R187,R187,C17513,SMT,Resistor_SMD:R_0805_2012Metric,428.615000,-212.822000,428.615000,-212.822000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R188,R188,R188,C4310,SMT,Resistor_SMD:R_0805_2012Metric,428.615000,-216.772000,428.615000,-216.772000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R189,R189,R189,C17513,SMT,Resistor_SMD:R_0805_2012Metric,428.615000,-229.692000,428.615000,-229.692000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R190,R190,R190,C4310,SMT,Resistor_SMD:R_0805_2012Metric,428.615000,-233.593000,428.615000,-233.593000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R191,R191,R191,C17513,SMT,Resistor_SMD:R_0805_2012Metric,428.799000,-246.589000,428.799000,-246.589000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R192,R192,R192,C17710,SMT,Resistor_SMD:R_0805_2012Metric,176.794000,-88.439000,176.794000,-88.439000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R193,R193,R193,C17513,SMT,Resistor_SMD:R_0805_2012Metric,23.723000,-120.294000,23.723000,-120.294000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R194,R194,R194,C4310,SMT,Resistor_SMD:R_0805_2012Metric,341.063000,-43.625000,341.063000,-43.625000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R196,R196,R196,C4310,SMT,Resistor_SMD:R_0805_2012Metric,352.000000,-79.000000,352.000000,-79.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R197,R197,R197,C17414,SMT,Resistor_SMD:R_0805_2012Metric,53.483000,-69.158000,53.483000,-69.158000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R206,R206,R206,C17593,SMT,Resistor_SMD:R_0805_2012Metric,81.168000,-69.997000,81.168000,-69.997000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R250,R250,R250,C4310,SMT,Resistor_SMD:R_0805_2012Metric,41.327000,-63.710000,41.327000,-63.710000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R251,R251,R251,C4310,SMT,Resistor_SMD:R_0805_2012Metric,412.899000,-155.078000,412.899000,-155.078000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R253,R253,R253,C4310,SMT,Resistor_SMD:R_0805_2012Metric,257.185000,-121.551000,257.185000,-121.551000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R254,R254,R254,C4310,SMT,Resistor_SMD:R_0805_2012Metric,217.618000,-121.551000,217.618000,-121.551000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R255,R255,R255,C4310,SMT,Resistor_SMD:R_0805_2012Metric,186.770000,-121.551000,186.770000,-121.551000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R256,R256,R256,C4310,SMT,Resistor_SMD:R_0805_2012Metric,167.489000,-121.551000,167.489000,-121.551000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R259,R259,R259,C1882622,SMT,Resistor_SMD:R_2512_6332Metric,300.525000,-71.450000,300.525000,-71.450000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R260,R260,R260,C1882622,SMT,Resistor_SMD:R_2512_6332Metric,300.525000,-77.360000,300.525000,-77.360000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R261,R261,R261,C17427,SMT,Resistor_SMD:R_0805_2012Metric,263.000000,-60.500000,263.000000,-60.500000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R262,R262,R262,C273956,SMT,Resistor_SMD:R_0805_2012Metric,259.000000,-60.500000,259.000000,-60.500000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R263,R263,R263,C17719,SMT,Resistor_SMD:R_0805_2012Metric,258.000000,-65.000000,258.000000,-65.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R264,R264,R264,C865625,SMT,Resistor_SMD:R_0805_2012Metric,276.000000,-61.000000,276.000000,-61.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R265,R265,R265,C865367,SMT,Resistor_SMD:R_0805_2012Metric,280.000000,-61.000000,280.000000,-61.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R266,R266,R266,C17633,SMT,Resistor_SMD:R_0805_2012Metric,279.000000,-65.000000,279.000000,-65.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R267,R267,R267,C483008,SMT,Resistor_SMD:R_0805_2012Metric,137.000000,-70.500000,137.000000,-70.500000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R268,R268,R268,C4328,SMT,Resistor_SMD:R_0805_2012Metric,133.000000,-70.500000,133.000000,-70.500000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R269,R269,R269,C17719,SMT,Resistor_SMD:R_0805_2012Metric,132.000000,-75.000000,132.000000,-75.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R270,R270,R270,C706223,SMT,Resistor_SMD:R_0805_2012Metric,150.000000,-71.000000,150.000000,-71.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R271,R271,R271,C865384,SMT,Resistor_SMD:R_0805_2012Metric,154.000000,-71.000000,154.000000,-71.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R272,R272,R272,C17686,SMT,Resistor_SMD:R_0805_2012Metric,153.000000,-75.000000,153.000000,-75.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R301,R301,R301,C17414,SMT,Resistor_SMD:R_0805_2012Metric,367.021000,-230.528000,367.021000,-230.528000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R302,R302,R302,C17414,SMT,Resistor_SMD:R_0805_2012Metric,366.991000,-220.050000,366.991000,-220.050000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R303,R303,R303,C17414,SMT,Resistor_SMD:R_0805_2012Metric,366.991000,-209.571000,366.991000,-209.571000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R304,R304,R304,C17414,SMT,Resistor_SMD:R_0805_2012Metric,366.996000,-199.092000,366.996000,-199.092000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R305,R305,R305,C17414,SMT,Resistor_SMD:R_0805_2012Metric,345.004000,-230.528000,345.004000,-230.528000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R306,R306,R306,C17414,SMT,Resistor_SMD:R_0805_2012Metric,345.319000,-221.342000,345.319000,-221.342000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R307,R307,R307,C17414,SMT,Resistor_SMD:R_0805_2012Metric,344.914000,-209.571000,344.914000,-209.571000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R308,R308,R308,C17414,SMT,Resistor_SMD:R_0805_2012Metric,345.312000,-187.164000,345.312000,-187.164000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R310,R310,R310,C17673,SMT,Resistor_SMD:R_0805_2012Metric,20.000000,-110.000000,20.000000,-110.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R311,R311,R311,C17673,SMT,Resistor_SMD:R_0805_2012Metric,20.000000,-107.000000,20.000000,-107.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R312,R312,R312,C17673,SMT,Resistor_SMD:R_0805_2012Metric,20.000000,-104.000000,20.000000,-104.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R313,R313,R313,C17673,SMT,Resistor_SMD:R_0805_2012Metric,16.000000,-109.000000,16.000000,-109.000000,180.000000,180.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R314,R314,R314,C17673,SMT,Resistor_SMD:R_0805_2012Metric,39.000000,-93.000000,39.000000,-93.000000,90.000000,90.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R315,R315,R315,C17673,SMT,Resistor_SMD:R_0805_2012Metric,19.000000,-97.000000,19.000000,-97.000000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R316,R316,R316,C17673,SMT,Resistor_SMD:R_0805_2012Metric,16.000000,-112.000000,16.000000,-112.000000,180.000000,180.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R317,R317,R317,C17673,SMT,Resistor_SMD:R_0805_2012Metric,74.000000,-65.000000,74.000000,-65.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R318,R318,R318,C17673,SMT,Resistor_SMD:R_0805_2012Metric,16.000000,-101.000000,16.000000,-101.000000,90.000000,90.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R319,R319,R319,C17673,SMT,Resistor_SMD:R_0805_2012Metric,20.000000,-86.000000,20.000000,-86.000000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R320,R320,R320,C17673,SMT,Resistor_SMD:R_0805_2012Metric,42.000000,-93.000000,42.000000,-93.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R321,R321,R321,C17673,SMT,Resistor_SMD:R_0805_2012Metric,20.000000,-118.000000,20.000000,-118.000000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R322,R322,R322,C17673,SMT,Resistor_SMD:R_0805_2012Metric,24.000000,-93.000000,24.000000,-93.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R323,R323,R323,C17673,SMT,Resistor_SMD:R_0805_2012Metric,16.000000,-106.000000,16.000000,-106.000000,180.000000,180.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R324,R324,R324,C17673,SMT,Resistor_SMD:R_0805_2012Metric,17.000000,-85.000000,17.000000,-85.000000,180.000000,180.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R325,R325,R325,C17673,SMT,Resistor_SMD:R_0805_2012Metric,16.000000,-115.000000,16.000000,-115.000000,180.000000,180.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R326,R326,R326,C705606,SMT,Resistor_SMD:R_2512_6332Metric,278.000000,-44.000000,278.000000,-44.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
R327,R327,R327,C705608,SMT,Resistor_SMD:R_2512_6332Metric,152.000000,-54.000000,152.000000,-54.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
U1,U1,U1,C2878759,SMT,Package_SO:SO-20_5.3x12.6mm_P1.27mm,151.646000,-107.300000,151.646000,-107.300000,90.000000,180.000000,-90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes -90 deg LCSC library correction; native PCB rotation is 180 deg.
U2,U2,U2,C2878759,SMT,Package_SO:SO-20_5.3x12.6mm_P1.27mm,170.842000,-107.300000,170.842000,-107.300000,270.000000,0.000000,-90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes -90 deg LCSC library correction; native PCB rotation is 0 deg.
U3,U3,U3,C2878759,SMT,Package_SO:SO-20_5.3x12.6mm_P1.27mm,190.123000,-107.300000,190.123000,-107.300000,270.000000,0.000000,-90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes -90 deg LCSC library correction; native PCB rotation is 0 deg.
U4,U4,U4,C2878759,SMT,Package_SO:SO-20_5.3x12.6mm_P1.27mm,220.972000,-107.300000,220.972000,-107.300000,270.000000,0.000000,-90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes -90 deg LCSC library correction; native PCB rotation is 0 deg.
U5,U5,U5,C2878759,SMT,Package_SO:SO-20_5.3x12.6mm_P1.27mm,260.539000,-107.300000,260.539000,-107.300000,270.000000,0.000000,-90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes -90 deg LCSC library correction; native PCB rotation is 0 deg.
U6,U6,U6,C7948,SMT,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,92.122000,-71.490000,92.122000,-71.490000,270.000000,0.000000,-90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes -90 deg LCSC library correction; native PCB rotation is 0 deg.
U9,U9,U9,C6772,SMT,Package_SO:SO-20_5.3x12.6mm_P1.27mm,336.358000,-121.970000,336.358000,-121.970000,270.000000,0.000000,-90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes -90 deg LCSC library correction; native PCB rotation is 0 deg.
U10,U10,U10,C352961,SMT,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,333.772000,-149.885000,333.772000,-149.885000,270.000000,0.000000,-90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes -90 deg LCSC library correction; native PCB rotation is 0 deg.
U11,U11,U11,C352961,SMT,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,354.225000,-149.717000,354.225000,-149.717000,270.000000,0.000000,-90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes -90 deg LCSC library correction; native PCB rotation is 0 deg.
U12,U12,U12,C352961,SMT,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,375.455000,-149.634000,375.455000,-149.634000,270.000000,0.000000,-90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes -90 deg LCSC library correction; native PCB rotation is 0 deg.
U13,U13,U13,C352961,SMT,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,388.823000,-149.634000,388.823000,-149.634000,270.000000,0.000000,-90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes -90 deg LCSC library correction; native PCB rotation is 0 deg.
U15,U15,U15,C7948,SMT,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,343.857000,-167.411000,343.857000,-167.411000,270.000000,0.000000,-90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes -90 deg LCSC library correction; native PCB rotation is 0 deg.
U16,U16,U16,C7948,SMT,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,380.987000,-171.333000,380.987000,-171.333000,270.000000,0.000000,-90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes -90 deg LCSC library correction; native PCB rotation is 0 deg.
U18,U18,U18,C2878759,SMT,Package_SO:SO-20_5.3x12.6mm_P1.27mm,408.408000,-165.417000,408.408000,-165.417000,270.000000,0.000000,-90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes -90 deg LCSC library correction; native PCB rotation is 0 deg.
U19,U19,U19,C165895,SMT,Package_SO:SOIC-18W_7.5x11.6mm_P1.27mm,425.010000,-171.681000,425.010000,-171.681000,270.000000,0.000000,-90,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes -90 deg LCSC library correction; native PCB rotation is 0 deg.
U20,U20,U20,C22397842,SMT,wpc_cost:TI_RYQ0021B_5x3mm,269.000000,-58.000000,269.000000,-58.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
U21,U21,U21,C22397842,SMT,wpc_cost:TI_RYQ0021B_5x3mm,143.000000,-68.000000,143.000000,-68.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
W1,W1,W1,C189505,SMT,Resistor_SMD:R_2512_6332Metric,16.990000,-204.541000,16.990000,-204.541000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
